"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_uri","duration_ms","time_signature","key_mode","playlist_name","playlist_img","track_name","artist_name","album_name","album_img","track_added_at"
0.861,0.632,"A",-4.457,"minor",0.14,0.153,0,0.085,0.65,153.99,"6APqkt7c1dxMb69edPmHUA",170895,4,"A minor","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Lief Zoals Je Bent","Maan","Waar Ga Je Heen","https://i.scdn.co/image/c87139783fcfff39d2fe1593c89be63543a22655",1970-01-01
0.817,0.733,"F",-6.84,"major",0.0595,0.306,0.147,0.0878,0.801,96.015,"4sfdFMNDcc0Aw9DuwEksAn",225175,4,"F major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","wine slow - Remix","Idaly","wine slow (Remix)","https://i.scdn.co/image/35b273fbdb20f151abdd0c5c837b9322649bef02",1970-01-01
0.414,0.486,"F#",-6.431,"minor",0.0311,0.0129,0,0.111,0.368,128.038,"4ut5G4rgB1ClpMTMfjoIuy",230762,4,"F# minor","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","High On Life (feat. Bonn)","Martin Garrix","High On Life (feat. Bonn)","https://i.scdn.co/image/a6e183ee798c9a78e9b1604cfa8a1575a57ae7cf",1970-01-01
0.869,0.495,"F",-6.92,"major",0.0504,0.192,0.000679,0.0977,0.746,105.002,"052B4Xlu9LKhmxKl2zW24P",192895,4,"F major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","I WANT YOU","Jonna Fraser","LION","https://i.scdn.co/image/b1f8226871d4e248d24f25e6da18106500acea03",1970-01-01
0.771,0.7,"C",-6.318,"major",0.258,0.103,0,0.0912,0.51,103.971,"2gH2J6QSrkpzsHu0ZUalz1",224191,4,"C major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Streets","Josylvio","Hella Cash Gang (Vol. 1)","https://i.scdn.co/image/6312089ccdb9730b9bdac4a22d3844751ae84bc9",1970-01-01
0.437,0.778,"D",-8.109,"major",0.639,0.489,0,0.331,0.612,78.324,"3QYFKyfwyTaISlxpJRqpkf",183364,4,"D major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Parkeerplaats","Jermaine Niffer","Parkeerplaats","https://i.scdn.co/image/cba3be577e1b75875e446475bbaf6ddb2a01179b",1970-01-01
0.616,0.777,"B",-5.395,"minor",0.358,0.0268,0,0.101,0.535,97.618,"2N5yaVi4DGGRweQmvUxqN3",134118,4,"B minor","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Hongersnood","Glades","Hongersnood","https://i.scdn.co/image/433fa463ab8c70086b46d899a0986e00b1165805",1970-01-01
0.668,0.73,"G",-6.573,"major",0.0476,0.0434,0.0109,0.368,0.146,98.024,"2zVNIG9cfMyFxt8XqJ64s4",210201,4,"G major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","IJskoud","Nielson","Diamant","https://i.scdn.co/image/aa8925e05ab668895d8a665887c33fec5f2168dc",1970-01-01
0.839,0.695,"C",-7.08,"major",0.133,0.242,0,0.129,0.515,89.938,"1E9YnqIDTEQbOwUAuV5NRn",183680,4,"C major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","AMOR","Jonna Fraser","LION","https://i.scdn.co/image/b1f8226871d4e248d24f25e6da18106500acea03",1970-01-01
0.848,0.694,"G#",-6.675,"minor",0.285,0.146,0,0.149,0.649,104.935,"53e2SpRXJ0ecSYA5EXbAvd",176475,4,"G# minor","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","LA VIDA LOCA","Jonna Fraser","LION","https://i.scdn.co/image/b1f8226871d4e248d24f25e6da18106500acea03",1970-01-01
0.704,0.658,"G",-5.534,"minor",0.162,0.579,0,0.305,0.715,125.186,"77wz2VtAwxAwYOGTJrZBKT",189514,4,"G minor","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)","$hirak","Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)","https://i.scdn.co/image/cc692964983767d83c99aef8836bce2391de88f8",1970-01-01
0.696,0.718,"C",-8.147,"major",0.482,0.578,8.72e-05,0.0995,0.588,190.026,"4XSBMFkF968P8qFYk9ZDsw",138218,4,"C major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Kapitein","Lijpe","Andere Leven","https://i.scdn.co/image/bf7464dfaff3c74ec4d59b8603026e55848e128b",1970-01-01
0.633,0.559,"F#",-5.135,"major",0.313,0.338,0,0.262,0.473,114.983,"7apizLyhMRutg3ccXvr2qv",168640,4,"F# major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","Hurt Somebody","Noah Kahan","Hurt Somebody","https://i.scdn.co/image/29378901ea98067fc07466fa9b39dcfb74354138",1970-01-01
0.789,0.514,"G",-7.788,"major",0.309,0.139,0,0.156,0.29,180.059,"27NrAjsDk7GoH6ybEXkrC5",170812,4,"G major","Netherlands Top 50","https://charts-images.scdn.co/REGIONAL_NL_DEFAULT.jpg","RATATA","Boef","RATATA","https://i.scdn.co/image/eb633dc09af165ab4f6ea267f4615104d39e0add",1970-01-01
0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,"2rPE9A1vEgShuZxxzR2tZH",207333,4,"C# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","thank u, next","Ariana Grande","thank u, next","https://i.scdn.co/image/37bbb4711235a0128db66a66074321d3c2ef2ff7",1970-01-01
0.678,0.729,"G#",-4.188,"major",0.137,0.0658,0,0.303,0.643,99.895,"13hvHEstJ4sNbzdroPrPI3",189173,4,"G# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Kiss and Make Up","Dua Lipa","Dua Lipa (Complete Edition)","https://i.scdn.co/image/0ef6a7bf14ecd33bc44ea361c2e15c207be1c9a7",1970-01-01
0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,"2VxeLyX666F8uXCJ0dZF8B",215733,4,"G major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Shallow","Lady Gaga","A Star Is Born Soundtrack","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01
0.752,0.488,"F#",-7.05,"major",0.0705,0.297,9.11e-06,0.0936,0.533,136.041,"5p7ujcrUXASCNwRaWNHR1C",201661,4,"F# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Without Me","Halsey","Without Me","https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374",1970-01-01
0.553,0.502,"C",-5.972,"major",0.0409,0.299,0,0.764,0.296,129.976,"2rbDhOo9Fh61Bbu23T2qCk",210200,4,"C major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Always Remember Us This Way","Lady Gaga","A Star Is Born Soundtrack (Without Dialogue)","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01
0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,"7fa9MBXhVfQ8P8Df9OEbD8",235545,4,"C major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Girls Like You (feat. Cardi B)","Maroon 5","Red Pill Blues (Deluxe)","https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f",1970-01-01
0.753,0.498,"D",-5.61,"major",0.0504,0.551,0,0.0706,0.927,89.95,"1A6OTy97kk0mMdm78rHsm8",158053,4,"D major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Sunflower (Spider-Man: Into the Spider-Verse)","https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89",1970-01-01
0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,"6zeeWid2sgw4lap2jV61PZ",229320,4,"C minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Better","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",1970-01-01
0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,"4w8niZpiMy6qz1mntFA5uM",212500,4,"C# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01
0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,"14JzyD6FlBD5z0wV5P07YI",199931,3,"C# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","when the party's over","Billie Eilish","when the party's over","https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072",1970-01-01
0.694,0.724,"A",-5.45,"minor",0.0424,0.0302,2.02e-06,0.126,0.287,104.943,"2LskIZrCeLxRvCiGP8gxlh",198903,4,"A minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","Arms Around You (feat. Maluma & Swae Lee)","https://i.scdn.co/image/beed5edf4331ac27c2095a04ca51d84cc25133f8",1970-01-01
0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,"25sgk305KZfyuqVBQIahim",187436,4,"C# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Sweet but Psycho","Ava Max","Sweet but Psycho","https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf",1970-01-01
0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,"2dpaYNEQHiRxtZbfNsse99",214290,4,"F major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Happier","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",1970-01-01
0.757,0.849,"F",-3.424,"minor",0.0536,0.173,0,0.0878,0.826,150.036,"6rrTr2HEAzlpC4KWZxF3S1",228207,4,"F minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Woman Like Me (feat. Nicki Minaj)","Little Mix","Woman Like Me (feat. Nicki Minaj)","https://i.scdn.co/image/b57ec23c22bf7b418a97f7b50401e4f99a6b293a",1970-01-01
0.553,0.586,"B",-6.319,"major",0.0362,0.697,0,0.0813,0.443,126.684,"3EPXxR3ImUwfayaurPi3cm",196373,4,"B major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Be Alright","Dean Lewis","Be Alright","https://i.scdn.co/image/294631ce16704eb6e6d63c8201bb07f43397ce69",1970-01-01
0.56,0.68,"F#",-7.648,"minor",0.321,0.555,0,0.116,0.319,89.391,"0d2iYfpKoM0QCKvcLCkBao",173800,4,"F# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","https://i.scdn.co/image/cf7982ed224572c39f5a69016fb36d0706813f9e",1970-01-01
0.729,0.625,"E",-5.266,"major",0.0315,0.194,0.00986,0.248,0.261,146.034,"1xzBco0xcoJEDXktl7Jxrr",183907,4,"E major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Mo Bamba","Sheck Wes","MUDBOY","https://i.scdn.co/image/0e3e187e3ae399c7aa68c6c8585ec5649b481452",1970-01-01
0.834,0.73,"G#",-3.714,"major",0.222,0.00513,0,0.124,0.446,155.008,"2xLMifQCjDGFmkHkpNLD9h",312820,4,"G# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","SICKO MODE","Travis Scott","ASTROWORLD","https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17",1970-01-01
0.826,0.615,"G#",-7.979,"minor",0.219,0.071,0,0.0965,0.543,98.056,"7l3E7lcozEodtVsSTCkcaA",225199,4,"G# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","ZEZE (feat. Travis Scott & Offset)","Kodak Black","ZEZE (feat. Travis Scott & Offset)","https://i.scdn.co/image/7f8b5350c0f6b6fd754fb50d049a813067437566",1970-01-01
0.511,0.566,"F#",-7.23,"minor",0.2,0.349,0,0.34,0.218,83.903,"0s3nnoMeVWz3989MkNQiRf",239836,4,"F# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Lucid Dreams","Juice WRLD","Goodbye & Good Riddance","https://i.scdn.co/image/0653b51eb20f46816c1f525da6e0696a6e7262ad",1970-01-01
0.8,0.578,"E",-5.144,"minor",0.0485,0.00381,0,0.359,0.367,143.01,"0QIjsbm2fh1cJ45XO9eGqq",204665,4,"E minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Wake Up in the Sky","Gucci Mane","Wake Up in the Sky","https://i.scdn.co/image/cec9da90c10cd8c509ecf9d6761594b311272e08",1970-01-01
0.74,0.613,"G#",-4.88,"major",0.145,0.258,0.00372,0.123,0.473,75.023,"3ee8Jmje8o58CHK66QrVC2",166606,4,"G# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","SAD!","XXXTENTACION","?","https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536",1970-01-01
0.921,0.537,"A",-5.723,"minor",0.0804,0.556,0.00404,0.102,0.711,128.009,"0JP9xo3adEtGSdUEISiszL",135090,4,"A minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Moonlight","XXXTENTACION","?","https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536",1970-01-01
0.68,0.563,"A#",-5.843,"major",0.0454,0.354,0,0.136,0.374,145.028,"7dt6x5M1jzdTEt8oCbisTK",231267,4,"A# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Better Now","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/142eccafbd4305f6d4325832076527f8d50d50ef",1970-01-01
0.669,0.574,"E",-6.442,"minor",0.0286,0.0175,0.00294,0.146,0.273,120.013,"0Dn40gxVCMo5TkgS8Ik18Q",196400,4,"E minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Falling Down","Lil Peep","Falling Down","https://i.scdn.co/image/f3283815bee8f5fe3c721cbcc59757e45642118d",1970-01-01
0.568,0.656,"G#",-5.413,"major",0.0433,0.0211,1.37e-05,0.213,0.364,100.049,"4OafepJy2teCjYJbvFE60J",198160,4,"G# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","breathin","Ariana Grande","Sweetener","https://i.scdn.co/image/381891c42f301e0abaa1b1dcfbf0390334e698eb",1970-01-01
0.884,0.559,"C",-7.442,"major",0.12,0.0236,0,0.101,0.342,97.994,"5IaHrVsrferBYDm0bDyABy",232959,4,"C major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Taste (feat. Offset)","Tyga","Taste (feat. Offset)","https://i.scdn.co/image/e60b1360e88ffbe40aa0d93e2d755bcb3dee9868",1970-01-01
0.901,0.522,"D",-8.304,"major",0.33,0.0114,0,0.259,0.329,104.053,"4S8d14HvHb70ImctNgVzQQ",127947,4,"D major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","I Love It (& Lil Pump)","Kanye West","I Love It","https://i.scdn.co/image/67a6a4e49285e1983e771811fcb463b4422d0e5d",1970-01-01
0.665,0.699,"B",-5.265,"major",0.0578,0.423,0,0.0969,0.585,124.896,"5tAa8Uaqr4VvA3693mbIhU",190932,4,"B major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Ruin My Life","Zara Larsson","Ruin My Life","https://i.scdn.co/image/8b27a24ee5d5d0ba7c172508718cf10941226535",1970-01-01
0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,"7tFiyTwD0nx5a1eklYtX2J",354320,4,"D# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",1970-01-01
0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,"6xtcFXSo8H9BZN637BMVKS",190000,4,"A# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Let You Love Me","Rita Ora","Let You Love Me","https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02",1970-01-01
0.781,0.768,"B",-5.991,"major",0.0394,0.0119,4.91e-06,0.325,0.486,123.07,"5N5k9nd479b1xpDZ4usjrg",213309,4,"B major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Promises (with Sam Smith)","Calvin Harris","Promises (with Sam Smith)","https://i.scdn.co/image/b0875765de11e1b6bdfbdd07c2de72e65c02f524",1970-01-01
0.588,0.67,"C",-6.439,"major",0.0473,0.0104,3.33e-06,0.338,0.505,118.159,"5N4erncE7kuUccm7zEmwzk",238173,4,"C major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Electricity (with Dua Lipa)","Silk City","Electricity (with Dua Lipa)","https://i.scdn.co/image/802059f2ebbb40d53736e322b8b67f9ff8247507",1970-01-01
0.739,0.742,"G",-4.586,"major",0.0329,0.0227,1.39e-06,0.229,0.659,124.016,"05mAIVLkIWc2d1UBYZBCp8",189000,4,"G major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","1999","Charli XCX","1999","https://i.scdn.co/image/fa03cc11d49258cedc8c4a1014eb5b16239f7ea5",1970-01-01
0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,"0E9ZjEAyAwOXZ7wJC0PD33",184560,4,"F# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","In My Mind","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",1970-01-01
0.579,0.904,"F",-2.729,"major",0.0618,0.193,0,0.064,0.681,82.014,"1rqqCSm0Qe4I9rUvWncaom",190947,4,"F major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","High Hopes","Panic! At The Disco","Pray For The Wicked","https://i.scdn.co/image/9604c5c3042af4d85e37eeaff3cfc41e9dd45d28",1970-01-01
0.672,0.735,"F",-4.733,"major",0.0457,0.286,0,0.242,0.754,115.741,"4ofwffwvvnbSkrMSCKQDaC",201287,4,"F major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Shotgun","George Ezra","Staying at Tamara's","https://i.scdn.co/image/caf848886b4cd05003fb342f928b64ea09b305f3",1970-01-01
0.752,0.764,"C#",-4.399,"major",0.038,0.0476,9.44e-05,0.0543,0.582,121.958,"7K7MUBCnzgBAvMVW2RTWNs",163216,4,"C# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Body (feat. brando)","Loud Luxury","Body (feat. brando)","https://i.scdn.co/image/c8efa1b49fae6f4c47cc70715174b8f748450f34",1970-01-01
0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,"2iUXsYOEPhVqEBwsqP70rE",203418,4,"G minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Youngblood","5 Seconds of Summer","Youngblood (Deluxe)","https://i.scdn.co/image/6e6d631b0dcc2e9dc5ea7a0de0f0cf5bd813bbcf",1970-01-01
0.448,0.612,"D",-6.106,"major",0.0708,0.216,0,0.08,0.213,97.773,"4zIO3ilp5HvTeK3HJHxhMP",189467,4,"D major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Natural","Imagine Dragons","Natural","https://i.scdn.co/image/ba84e8818dff75f6901f951c54d39a543be6f357",1970-01-01
0.697,0.683,"C#",-2.881,"minor",0.117,0.0372,0,0.137,0.603,96.133,"2BgEsaKNfHUdlh97KmvFyo",186987,4,"C# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","2002","Anne-Marie","Speak Your Mind (Deluxe)","https://i.scdn.co/image/d9097ed176634a7c0e9cdbb88730d984c7390d65",1970-01-01
0.539,0.651,"C#",-5.304,"major",0.0432,0.0651,0,0.0662,0.474,105.159,"4edS9dC0JPBlSS4p4gMOT0",199227,4,"C# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","This Feeling","The Chainsmokers","Sick Boy...Siren","https://i.scdn.co/image/449b46c148dbd2cba9403108a59c6b11bb132200",1970-01-01
0.69,0.784,"C#",-4.653,"major",0.032,0.323,0,0.203,0.669,106.066,"3u1S1OmAUhx5DRlLrXqyp3",194408,4,"C# major","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Rise","Jonas Blue","Rise","https://i.scdn.co/image/24686f4ddeb3be3f291e72e5b060c2f5ec7a124a",1970-01-01
0.477,0.61,"B",-5.628,"minor",0.144,0.225,0,0.107,0.358,79.882,"6CTWathupIiDs7U4InHnDA",213993,4,"B minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Trip","Ella Mai","Ella Mai","https://i.scdn.co/image/72aa3fd8c57f1621f2288efb4060884c76afc73e",1970-01-01
0.351,0.296,"E",-10.109,"minor",0.0333,0.934,0,0.095,0.12,115.284,"0u2P5u6lvoDfwTYjAADbn4",200186,4,"E minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","lovely (with Khalid)","Billie Eilish","lovely (with Khalid)","https://i.scdn.co/image/4a92c216b04ba96bed1be55ac92b4446b0c7d48a",1970-01-01
0.876,0.786,"A#",-4.884,"minor",0.306,0.0627,0,0.127,0.575,153.068,"60SdxE8apGAxMiRrpbmLY0",244679,4,"A# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Lucky You (feat. Joyner Lucas)","Eminem","Kamikaze","https://i.scdn.co/image/c932b53e6f13a45f32bc357303c56eb52ecc28fb",1970-01-01
0.587,0.535,"F",-6.09,"minor",0.0898,0.117,6.56e-05,0.131,0.14,159.847,"0e7ipj03S05BNilyu5bRzt",218147,4,"F minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","rockstar (feat. 21 Savage)","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/142eccafbd4305f6d4325832076527f8d50d50ef",1970-01-01
0.823,0.44,"F",-8.465,"minor",0.0346,0.0375,1.84e-05,0.0945,0.692,102.997,"5EKITWJXROxWdc0bcRrMLy",211959,4,"F minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","Vibes","Six60","SIX60","https://i.scdn.co/image/19d13a4cca567aefeac4d3ea6f36e1ca8301264a",1970-01-01
0.556,0.538,"G#",-5.408,"minor",0.0382,0.0689,0,0.196,0.291,143.95,"75ZvA4QfFiZvzhj2xkaWAh",223347,4,"G# minor","New Zealand Top 50","https://charts-images.scdn.co/REGIONAL_NZ_DEFAULT.jpg","I Fall Apart","Post Malone","Stoney (Deluxe)","https://i.scdn.co/image/6d4881dd0c8aca50307fa7497695e459f09964c6",1970-01-01
